Source,Term_ID,Term,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,intersections,evidences,adj_p_value,-log10(adj_p),hits,Category
HP,HP:0025021,Abnormal erythrocyte sedimentation rate,1.0,False,"A deviation from normal range of the erythrocyte sedimentation rate (ESR), a test that measures the distance that erythrocytes have fallen after one hour in a vertical column of anticoagulated blood under the influence of gravity. The ESR is a nonspecific finding. An elevation may indicate inflammation or may be caused by any condition that elevates fibrinogen. A decreased ESR may be seen in polycythemia or in certain blood diseases in which red blood cells have an irregular or smaller shape that causes slower settling.",78,5,1,5080,0.2,0.01282051282051282,query_1,['HP:0001939'],['PTPN6'],[['HP']],1.0,-0.0,1,Other
HP,HP:0025015,Abnormal vascular morphology,1.0,False,Abnormal vascular morphology,1163,5,3,5080,0.6,0.0025795356835769563,query_1,"['HP:0002597', 'HP:0030680']","['PTPN6', 'IFIH1', 'NFKB2']","[['HP'], ['HP'], ['HP']]",1.0,-0.0,3,Other
HP,HP:0020169,Abnormal drug response,1.0,False,An anomalous response to a medication related to individual variation in metabolic or immune response to drugs varying from potentially from potentially life-threatening adverse drug reactions to alteration of therapeutic efficacy.,3,5,1,5080,0.2,0.3333333333333333,query_1,['HP:0001939'],['PTPN6'],[['HP']],1.0,-0.0,1,Other
HP,HP:0020100,Unusual fungal infection,1.0,False,An unusual fungal infection that is regarded as a sign of a pathological susceptibility to infection by a fungal agent.,116,5,1,5080,0.2,0.008620689655172414,query_1,['HP:0032101'],['NFKB2'],[['HP']],1.0,-0.0,1,Other
HP,HP:0012823,Clinical modifier,1.0,False,"This subontology is designed to provide terms to characterize and specify the phenotypic abnormalities defined in the Phenotypic abnormality subontology, with respect to severity, laterality, age of onset, and other aspects.",3563,5,2,5080,0.4,0.000561324726354196,query_1,['HP:0000001'],"['IFIH1', 'NFKB2']","[['HP'], ['HP']]",1.0,-0.0,2,Other
WP,WP:WP3858,Toll like receptor signaling related to MyD88,1.0,False,Toll like receptor signaling related to MyD88,31,10,1,8752,0.1,0.03225806451612903,query_1,['WP:000000'],['NFKB2'],[['WP']],1.0,-0.0,1,Other
HP,HP:0025766,Abnormal affect,1.0,False,"An anomaly in intensity, frequency, or duration of the verbal or behavioral expression of emotions, feelings, or thoughts.",1340,5,1,5080,0.2,0.0007462686567164179,query_1,['HP:0011446'],['IFIH1'],[['HP']],1.0,-0.0,1,Other
HP,HP:0025792,Abnormal cognitive process,1.0,False,Abnormal cognitive process,1799,5,1,5080,0.2,0.0005558643690939411,query_1,['HP:0011446'],['IFIH1'],[['HP']],1.0,-0.0,1,Other
HP,HP:0025806,Abnormal total B cell count,1.0,False,"The absolute number of B cells in the blood, per microliter is above or below the upper limits of normal of the reference range for the appropriate sex and age-group.",67,5,1,5080,0.2,0.014925373134328358,query_1,['HP:0010975'],['NFKB2'],[['HP']],1.0,-0.0,1,Other
HP,HP:0030972,Abnormal systemic blood pressure,1.0,False,A chronic deviation from normal pressure in the systemic arterial system.,554,5,2,5080,0.4,0.0036101083032490976,query_1,['HP:0011025'],"['IFIH1', 'NFKB2']","[['HP'], ['HP']]",1.0,-0.0,2,Other
HP,HP:0030962,Abnormal morphology of the great vessels,1.0,False,"A structural anomaly affecting a blood vessel involved in the circulation of the heart, i.e., the superior or inferior vena cava, the pulmonary arteries, the pulmonary veins, and the aorta.",744,5,1,5080,0.2,0.0013440860215053765,query_1,['HP:0033353'],['IFIH1'],[['HP']],1.0,-0.0,1,Other
HP,HP:0030880,Raynaud phenomenon,1.0,False,Raynaud phenomenon,54,5,1,5080,0.2,0.018518518518518517,query_1,['HP:0025323'],['IFIH1'],[['HP']],1.0,-0.0,1,Other
WP,WP:WP289,Myometrial relaxation and contraction pathways,1.0,False,Myometrial relaxation and contraction pathways,154,10,1,8752,0.1,0.006493506493506494,query_1,['WP:000000'],['IL1B'],[['WP']],1.0,-0.0,1,Other
HP,HP:0030878,Abnormality on pulmonary function testing,1.0,False,"Any anomaly measure by pulmonary function testing, which includes spirometry, measures of diffusing capacity, and plethysmography.",217,5,1,5080,0.2,0.004608294930875576,query_1,['HP:0002795'],['NFKB2'],[['HP']],1.0,-0.0,1,Other
WP,WP:WP304,Kit receptor signaling,1.0,False,Kit receptor signaling,53,10,1,8752,0.1,0.018867924528301886,query_1,['WP:000000'],['PTPN6'],[['WP']],1.0,-0.0,1,Other
HP,HP:0030804,Trachyonychia,1.0,False,Excessive longitudinal ridging that gives the surface of the nail plate a rough appearance. It results from multiple foci of defective keratinization of the proximal nail matrix.,2,5,1,5080,0.2,0.5,query_1,['HP:0002164'],['NFKB2'],[['HP']],1.0,-0.0,1,Other
HP,HP:0030791,Abnormal jaw morphology,1.0,False,"A structural anomaly of the jaw, the bony structure of the mouth that consists of the mandible and the maxilla.",1186,5,1,5080,0.2,0.0008431703204047217,query_1,['HP:0011821'],['IFIH1'],[['HP']],1.0,-0.0,1,Other
WP,WP:WP3286,Copper homeostasis,1.0,False,Copper homeostasis,51,10,1,8752,0.1,0.0196078431372549,query_1,['WP:000000'],['XAF1'],[['WP']],1.0,-0.0,1,Other
HP,HP:0030783,Increased circulating interleukin 6 concentration,1.0,False,The concentration of interleukin-6 in the blood circulation is above the upper limit of normal.,19,5,1,5080,0.2,0.05263157894736842,query_1,['HP:6000441'],['PTPN6'],[['HP']],1.0,-0.0,1,Other
HP,HP:0030680,Abnormal cardiovascular system morphology,1.0,False,Any structural anomaly of the heart and blood vessels.,1970,5,3,5080,0.6,0.0015228426395939086,query_1,['HP:0001626'],"['PTPN6', 'IFIH1', 'NFKB2']","[['HP'], ['HP'], ['HP']]",1.0,-0.0,3,Other
WP,WP:WP3624,Lung fibrosis,1.0,False,Lung fibrosis,63,10,1,8752,0.1,0.015873015873015872,query_1,['WP:000000'],['IL1B'],[['WP']],1.0,-0.0,1,Other
HP,HP:0030674,Antenatal onset,1.0,False,Onset prior to birth.,257,5,1,5080,0.2,0.0038910505836575876,query_1,['HP:0003674'],['IFIH1'],[['HP']],1.0,-0.0,1,Other
HP,HP:0012759,Neurodevelopmental abnormality,1.0,False,"A deviation from normal of the neurological development of a child, which may include any or all of the aspects of the development of personal, social, gross or fine motor, and cognitive abilities.",2894,5,2,5080,0.4,0.000691085003455425,query_1,['HP:0012638'],"['IFIH1', 'NFKB2']","[['HP'], ['HP']]",1.0,-0.0,2,Other
HP,HP:0030669,Abnormal ocular adnexa morphology,1.0,False,"A structural anomaly of the adjacent structures (i.e., adnexa) of the eye, defined as the lacrimal apparatus, the extraocular muscles and the eyelids, eyelashes, eyebrows and the conjunctiva.",1612,5,1,5080,0.2,0.0006203473945409429,query_1,['HP:0032039'],['IFIH1'],[['HP']],1.0,-0.0,1,Other
HP,HP:0030355,Abnormal circulating interferon-gamma concentration,1.0,False,Abnormal levels of interferon gamma measured in the blood circulation.,25,5,1,5080,0.2,0.04,query_1,['HP:0011116'],['IFIH1'],[['HP']],1.0,-0.0,1,Interferon/antiviral
WP,WP:WP382,MAPK signaling,1.0,False,MAPK signaling,245,10,2,8752,0.2,0.00816326530612245,query_1,['WP:000000'],"['IL1B', 'NFKB2']","[['WP'], ['WP']]",1.0,-0.0,2,Other
HP,HP:0030353,Decreased serum insulin-like growth factor 1,1.0,False,A reduced level of insulin-like growth factor 1 (IGF1) in the blood circulation.,24,5,1,5080,0.2,0.041666666666666664,query_1,['HP:0030352'],['NFKB2'],[['HP']],1.0,-0.0,1,Other
HP,HP:0030352,Abnormal serum insulin-like growth factor 1 level,1.0,False,An anomalous level of insulin-like growth factor 1 (IGF1) in the blood circulation.,31,5,1,5080,0.2,0.03225806451612903,query_1,['HP:0003117'],['NFKB2'],[['HP']],1.0,-0.0,1,Other
HP,HP:0030350,Erythematous papule,1.0,False,"A circumscribed, solid elevation of skin with no visible fluid that is reddish (erythematous) in color.",12,5,1,5080,0.2,0.08333333333333333,query_1,['HP:0200034'],['PTPN6'],[['HP']],1.0,-0.0,1,Other
HP,HP:0030349,Decreased circulating androgen concentration,1.0,False,"A reduction in the blood concentration of an androgen, that is, of a steroid hormone that controls development and maintenance of masculine characteristics. The androgens include testosterone and Dehydroepiandrosterone.",69,5,1,5080,0.2,0.014492753623188406,query_1,['HP:0030347'],['NFKB2'],[['HP']],1.0,-0.0,1,Other
HP,HP:0030347,Abnormal circulating androgen level,1.0,False,"An anomaly in the blood concentration of an androgen, that is, of a steroid hormone that controls development and maintenance of masculine characteristics. The androgens include testosterone and Dehydroepiandrosterone.",98,5,1,5080,0.2,0.01020408163265306,query_1,['HP:0033799'],['NFKB2'],[['HP']],1.0,-0.0,1,Other
HP,HP:0030311,Lower extremity joint dislocation,1.0,False,Displacement or malalignment of one or more joints in the lower extremity (leg).,318,5,1,5080,0.2,0.0031446540880503146,query_1,['HP:0001373'],['IFIH1'],[['HP']],1.0,-0.0,1,Other
HP,HP:0030182,Tetraplegia/tetraparesis,1.0,False,"Loss of strength in all four limbs. Tetraplegia refers to a complete loss of strength, whereas Tetraparesis refers to an incomplete loss of strength.",153,5,1,5080,0.2,0.006535947712418301,query_1,['HP:0010549'],['IFIH1'],[['HP']],1.0,-0.0,1,Other
HP,HP:0030163,Abnormal vascular physiology,1.0,False,Abnormality of vascular function.,343,5,1,5080,0.2,0.0029154518950437317,query_1,"['HP:0002597', 'HP:0011025']",['IFIH1'],[['HP']],1.0,-0.0,1,Other
HP,HP:0030057,Autoimmune antibody positivity,1.0,False,The presence of an antibody in the blood circulation that is directed against the organism's own cells or tissues.,176,5,1,5080,0.2,0.005681818181818182,query_1,['HP:0002960'],['NFKB2'],[['HP']],1.0,-0.0,1,Other
HP,HP:0030043,Hip subluxation,1.0,False,"A partial dislocation of the hip joint, whereby the head of the femur is partially displaced from the socket.",25,5,1,5080,0.2,0.04,query_1,['HP:0001384'],['IFIH1'],[['HP']],1.0,-0.0,1,Other
HP,HP:0030038,Enchondroma,1.0,False,"A solitary, benign, intramedullary cartilage tumor that is often found in the short tubular bones of the hands and feet, distal femur, and proximal humerus.",23,5,1,5080,0.2,0.043478260869565216,query_1,['HP:0010622'],['IFIH1'],[['HP']],1.0,-0.0,1,Other
HP,HP:0030356,Increased circulating interferon-gamma concentration,1.0,False,An elevation in the concentration of interferon gamma measured in the blood circulation.,22,5,1,5080,0.2,0.045454545454545456,query_1,['HP:0030355'],['IFIH1'],[['HP']],1.0,-0.0,1,Interferon/antiviral
HP,HP:0012758,Neurodevelopmental delay,1.0,False,"Neurodevelopmental delay (NDD) refers to delays in the maturation of the brain and central nervous system; infants and young children with NDD may experience delays in the development of one or more skills including gross motor abilities, fine-motor coordination, language abilities and ability to solve increasingly complex problems.",2494,5,2,5080,0.4,0.0008019246190858059,query_1,['HP:0012759'],"['IFIH1', 'NFKB2']","[['HP'], ['HP']]",1.0,-0.0,2,Other
HP,HP:0012719,Functional abnormality of the gastrointestinal tract,1.0,False,Abnormal functionality of the gastrointestinal tract.,1252,5,3,5080,0.6,0.0023961661341853034,query_1,"['HP:0011024', 'HP:0025032']","['PTPN6', 'IFIH1', 'NFKB2']","[['HP'], ['HP'], ['HP']]",1.0,-0.0,3,Other
HP,HP:0012718,Abnormal gastrointestinal tract morphology,1.0,False,Abnormal structure of the gastrointestinal tract.,962,5,4,5080,0.8,0.004158004158004158,query_1,"['HP:0011024', 'HP:0025033']","['PTPN6', 'IFIH1', 'IL1B', 'NFKB2']","[['HP'], ['HP'], ['HP'], ['HP']]",1.0,-0.0,4,Other
WP,WP:WP395,IL4 signaling,1.0,False,IL4 signaling,50,10,1,8752,0.1,0.02,query_1,['WP:000000'],['PTPN6'],[['WP']],1.0,-0.0,1,Other
WP,WP:WP4008,NO cGMP PKG mediated neuroprotection,1.0,False,NO cGMP PKG mediated neuroprotection,46,10,1,8752,0.1,0.021739130434782608,query_1,['WP:000000'],['IL1B'],[['WP']],1.0,-0.0,1,Other
HP,HP:0011968,Feeding difficulties,1.0,False,"Impaired ability to eat related to problems gathering food and getting ready to suck, chew, or swallow it.",1196,5,1,5080,0.2,0.0008361204013377926,query_1,['HP:0011458'],['IFIH1'],[['HP']],1.0,-0.0,1,Other
HP,HP:0011947,Respiratory tract infection,1.0,False,An infection of the upper or lower respiratory tract.,810,5,2,5080,0.4,0.0024691358024691358,query_1,['HP:0002088'],"['IFIH1', 'NFKB2']","[['HP'], ['HP']]",1.0,-0.0,2,Other
HP,HP:0011944,Small vessel vasculitis,1.0,False,"A type of vasculitis (inflammation of blood vessel walls) that affects blood vessels that are smaller than arteries, i.e., arterioles, venules, and capilllaries.",5,5,1,5080,0.2,0.2,query_1,['HP:0034784'],['PTPN6'],[['HP']],1.0,-0.0,1,Other
HP,HP:0011915,Cardiovascular calcification,1.0,False,Abnormal calcification in the cardiovascular system.,38,5,1,5080,0.2,0.02631578947368421,query_1,"['HP:0010766', 'HP:0030680']",['IFIH1'],[['HP']],1.0,-0.0,1,Other
HP,HP:0011897,Increased total neutrophil count,1.0,False,"Abnormal increase of absolute number of neutrophils in the blood, per microliter, compared to a reference range for a given sex and age-group.",23,5,1,5080,0.2,0.043478260869565216,query_1,['HP:0011991'],['PTPN6'],[['HP']],1.0,-0.0,1,Other
HP,HP:0011895,Anemia due to reduced life span of red cells,1.0,False,"A type of anemia related to a reduction in the average life span of red blood cells in the peripheral circulation, which is normally around 120 days.",168,5,2,5080,0.4,0.011904761904761904,query_1,['HP:0001903'],"['IFIH1', 'NFKB2']","[['HP'], ['HP']]",1.0,-0.0,2,Other
WP,WP:WP4217,Ebola virus infection in host,1.0,False,Ebola virus infection in host,128,10,1,8752,0.1,0.0078125,query_1,['WP:000000'],['NFKB2'],[['WP']],1.0,-0.0,1,Other
HP,HP:0011875,Abnormal platelet morphology,1.0,False,"An anomaly in platelet form, ultrastructure, or intracellular organelles.",461,5,2,5080,0.4,0.004338394793926247,query_1,['HP:0001872'],"['IFIH1', 'NFKB2']","[['HP'], ['HP']]",1.0,-0.0,2,Other
HP,HP:0011873,Abnormal platelet count,1.0,False,"Abnormal number of platelets per volume of blood. In a healthy adult, a normal platelet count is between 150,000 and 450,000 per microliter of blood.",457,5,2,5080,0.4,0.00437636761487965,query_1,['HP:0011875'],"['IFIH1', 'NFKB2']","[['HP'], ['HP']]",1.0,-0.0,2,Other
HP,HP:0011849,Abnormal bone ossification,1.0,False,"Any anomaly in the formation of bone or of a bony substance, or the conversion of fibrous tissue or of cartilage into bone or a bony substance.",759,5,1,5080,0.2,0.0013175230566534915,query_1,['HP:0003330'],['IFIH1'],[['HP']],1.0,-0.0,1,Other
HP,HP:0011844,Abnormal appendicular skeleton morphology,1.0,False,"An abnormality of the appendicular skeletal system, consisting of the of the limbs, shoulder and pelvic girdles.",1880,5,1,5080,0.2,0.0005319148936170213,query_1,['HP:0011842'],['IFIH1'],[['HP']],1.0,-0.0,1,Other
HP,HP:0011991,Abnormal total neutrophil count,1.0,False,A deviation from the normal range of neutrophil cell counts in the circulation.,228,5,2,5080,0.4,0.008771929824561403,query_1,"['HP:0001874', 'HP:0032309']","['PTPN6', 'CD40']","[['HP'], ['HP']]",1.0,-0.0,2,Other
HP,HP:0011843,Abnormal musculoskeletal physiology,1.0,False,An abnormality of the function of the skeletal system.,1668,5,1,5080,0.2,0.0005995203836930455,query_1,['HP:0033127'],['IFIH1'],[['HP']],1.0,-0.0,1,Other
HP,HP:0011834,Moyamoya phenomenon,1.0,False,"A noninflammatory, progressive occlusion of the intracranial carotid arteries owing to the formation of netlike collateral arteries arising from the circle of Willis.",15,5,1,5080,0.2,0.06666666666666667,query_1,['HP:0009145'],['IFIH1'],[['HP']],1.0,-0.0,1,Other
HP,HP:0011821,Abnormal facial skeleton morphology,1.0,False,An abnormality of one or more of the set of bones that make up the facial skeleton.,1395,5,2,5080,0.4,0.0014336917562724014,query_1,['HP:0000929'],"['IFIH1', 'NFKB2']","[['HP'], ['HP']]",1.0,-0.0,2,Other
WP,WP:WP4262,Breast cancer pathway,1.0,False,Breast cancer pathway,154,10,1,8752,0.1,0.006493506493506494,query_1,['WP:000000'],['NFKB2'],[['WP']],1.0,-0.0,1,Other
HP,HP:0011805,Abnormal skeletal muscle morphology,1.0,False,A structural abnormality of a skeletal muscle.,1905,5,2,5080,0.4,0.0010498687664041995,query_1,['HP:0003011'],"['PTPN6', 'IFIH1']","[['HP'], ['HP']]",1.0,-0.0,2,Other
HP,HP:0011804,Abnormal muscle physiology,1.0,False,A functional abnormality of a skeletal muscle.,2555,5,1,5080,0.2,0.0003913894324853229,query_1,['HP:0003011'],['IFIH1'],[['HP']],1.0,-0.0,1,Other
HP,HP:0011793,Neoplasm by anatomical site,1.0,False,Neoplasm categorized according to the anatomical site of origin of the neoplasm.,939,5,4,5080,0.8,0.004259850905218318,query_1,['HP:0002664'],"['PTPN6', 'IFIH1', 'IL1B', 'NFKB2']","[['HP'], ['HP'], ['HP'], ['HP']]",1.0,-0.0,4,Other
HP,HP:0011772,Abnormal thyroid morphology,1.0,False,A structural abnormality of the thyroid gland.,168,5,1,5080,0.2,0.005952380952380952,query_1,['HP:0000820'],['NFKB2'],[['HP']],1.0,-0.0,1,Other
HP,HP:0011747,Abnormality of the anterior pituitary,1.0,False,"An abnormality of the adenohypophysis, which is also known as the anterior lobe of the pituitary gland.",338,5,1,5080,0.2,0.0029585798816568047,query_1,['HP:0012503'],['NFKB2'],[['HP']],1.0,-0.0,1,Other
HP,HP:0011735,Adrenocorticotropin deficient adrenal insufficiency,1.0,False,Adrenal insufficiency secondary to a defect in ACTH production.,6,5,1,5080,0.2,0.16666666666666666,query_1,['HP:0011734'],['NFKB2'],[['HP']],1.0,-0.0,1,Other
HP,HP:0011734,Central adrenal insufficiency,1.0,False,"A form of adrenal insufficiency related to a lack of ACTH, which leads to a decrease in the production of cortisol by the adrenal glands. Aldosterone production is not usually affected.",18,5,1,5080,0.2,0.05555555555555555,query_1,['HP:0000846'],['NFKB2'],[['HP']],1.0,-0.0,1,Other
HP,HP:0011733,Abnormality of adrenal physiology,1.0,False,A functional abnormality of the adrenal glands.,111,5,1,5080,0.2,0.009009009009009009,query_1,['HP:0000834'],['NFKB2'],[['HP']],1.0,-0.0,1,Other
HP,HP:0011731,Abnormality of circulating cortisol level,1.0,False,An abnormality of the concentration of cortisol in the blood.,69,5,1,5080,0.2,0.014492753623188406,query_1,['HP:0012111'],['NFKB2'],[['HP']],1.0,-0.0,1,Other
HP,HP:0011729,Abnormality of joint mobility,1.0,False,An abnormality in the range and ease of motion of joints across their normal range.,1348,5,1,5080,0.2,0.000741839762611276,query_1,['HP:0034430'],['IFIH1'],[['HP']],1.0,-0.0,1,Other
HP,HP:0011842,Abnormal skeletal morphology,1.0,False,"An abnormality of the form, structure, or size of the skeletal system.",3183,5,3,5080,0.6,0.000942507068803016,query_1,['HP:0000924'],"['PTPN6', 'IFIH1', 'NFKB2']","[['HP'], ['HP'], ['HP']]",1.0,-0.0,3,Other
HP,HP:0031072,Abnormal endocrine physiology,1.0,False,Any anomaly of the function of the endocrine system.,155,5,1,5080,0.2,0.0064516129032258064,query_1,['HP:0000818'],['NFKB2'],[['HP']],1.0,-0.0,1,Other
WP,WP:WP3937,Microglia pathogen phagocytosis pathway,1.0,False,Microglia pathogen phagocytosis pathway,40,10,1,8752,0.1,0.025,query_1,['WP:000000'],['PTPN6'],[['WP']],1.0,-0.0,1,Other
HP,HP:0012111,Abnormality of circulating glucocorticoid level,1.0,False,An abnormality of the concentration of a glucocorticoid in the blood.,70,5,1,5080,0.2,0.014285714285714285,query_1,['HP:0003117'],['NFKB2'],[['HP']],1.0,-0.0,1,Other
HP,HP:0012649,Increased inflammatory response,1.0,False,A abnormal increase in the inflammatory response to injury or infection.,1292,5,3,5080,0.6,0.0023219814241486067,query_1,['HP:0012647'],"['PTPN6', 'IFIH1', 'NFKB2']","[['HP'], ['HP'], ['HP']]",1.0,-0.0,3,Other
HP,HP:0012647,Abnormal inflammatory response,1.0,False,"Any anomaly of the inflammatory response, a response to injury or infection characterized by local vasodilation, extravasation of plasma into intercellular spaces and accumulation of white blood cells and macrophages.",1292,5,3,5080,0.6,0.0023219814241486067,query_1,['HP:0010978'],"['PTPN6', 'IFIH1', 'NFKB2']","[['HP'], ['HP'], ['HP']]",1.0,-0.0,3,Other
HP,HP:0012639,Abnormal nervous system morphology,1.0,False,A structural anomaly of the nervous system.,2968,5,2,5080,0.4,0.0006738544474393531,query_1,['HP:0000707'],"['IFIH1', 'NFKB2']","[['HP'], ['HP']]",1.0,-0.0,2,Other
