Term_ID	Term	Source	Gene
HP:0012379	Abnormal circulating enzyme concentration or activity	HP	IFIH1
HP:0012379	Abnormal circulating enzyme concentration or activity	HP	NFKB2
HP:0011514	Abnormality of binocular vision	HP	NFKB2
HP:0031073	Abnormal response to endocrine stimulation test	HP	NFKB2
HP:0031093	Abnormal breast morphology	HP	PTPN6
HP:0100659	Abnormal cerebral vascular morphology	HP	IFIH1
WP:WP2203	Thymic stromal lymphopoietin TSLP signaling	WP	NFKB2
HP:0100646	Thyroiditis	HP	NFKB2
HP:0100578	Lipoatrophy	HP	IFIH1
HP:0100550	Tendon rupture	HP	IFIH1
HP:0100547	Abnormal forebrain morphology	HP	IFIH1
HP:0100491	Abnormality of lower limb joint	HP	IFIH1
HP:0100326	Immunologic hypersensitivity	HP	NFKB2
HP:0100295	Muscle fiber atrophy	HP	IFIH1
HP:0100261	Abnormal tendon morphology	HP	IFIH1
HP:0100037	Abnormality of the scalp hair	HP	IFIH1
HP:0100022	Abnormality of movement	HP	IFIH1
HP:0100021	Cerebral palsy	HP	IFIH1
HP:0100013	Neoplasm of the breast	HP	PTPN6
HP:0045039	Osteolysis involving bones of the upper limbs	HP	IFIH1
HP:0040313	Oligoarthritis	HP	PTPN6
HP:0040220	Abnormal size of the dental root	HP	IFIH1
HP:0040195	Decreased head circumference	HP	IFIH1
HP:0040154	Acne inversa	HP	PTPN6
HP:0040140	Degeneration of the striatum	HP	IFIH1
HP:0040133	Abnormal circulating ferritin concentration	HP	IFIH1
HP:0040088	Abnormal lymphocyte count	HP	IFIH1
HP:0040088	Abnormal lymphocyte count	HP	NFKB2
HP:0040075	Hypopituitarism	HP	NFKB2
HP:0040072	Abnormal forearm bone morphology	HP	IFIH1
HP:0040070	Abnormal upper limb bone morphology	HP	IFIH1
HP:0040069	Abnormal lower limb bone morphology	HP	IFIH1
HP:0040068	Abnormality of limb bone	HP	IFIH1
HP:0100723	Gastrointestinal stroma tumor	HP	NFKB2
HP:0100763	Abnormality of the lymphatic system	HP	IFIH1
HP:0100763	Abnormality of the lymphatic system	HP	NFKB2
HP:0100763	Abnormality of the lymphatic system	HP	CD40
HP:0100776	Recurrent pharyngitis	HP	NFKB2
WP:WP2064	Neural crest differentiation	WP	NFKB2
WP:WP1433	Nucleotide binding oligomerization domain NOD pathway	WP	IL1B
WP:000000	WIKIPATHWAYS	WP	IFI44L
WP:000000	WIKIPATHWAYS	WP	SERPINB2
WP:000000	WIKIPATHWAYS	WP	XAF1
WP:000000	WIKIPATHWAYS	WP	SLAMF7
WP:000000	WIKIPATHWAYS	WP	PTPN6
WP:000000	WIKIPATHWAYS	WP	IFIH1
WP:000000	WIKIPATHWAYS	WP	IL1B
WP:000000	WIKIPATHWAYS	WP	NFKB2
WP:000000	WIKIPATHWAYS	WP	CD40
WP:000000	WIKIPATHWAYS	WP	LTB
HP:6000441	Abnormal circulating interleukin 6 concentration	HP	PTPN6
HP:4000072	Abnormal language feature	HP	IFIH1
HP:0430135	Abnormal circulating hepatic transaminase concentration	HP	IFIH1
HP:0430135	Abnormal circulating hepatic transaminase concentration	HP	NFKB2
HP:0430050	Anti-thyroid antibody positivity	HP	NFKB2
HP:0430048	Intracranial calcification	HP	IFIH1
HP:0410280	Pediatric onset	HP	IFIH1
HP:0410280	Pediatric onset	HP	NFKB2
HP:0410243	Abnormal circulating IgM concentration	HP	NFKB2
HP:0410243	Abnormal circulating IgM concentration	HP	CD40
WP:WP2018	RANKL RANK signaling	WP	NFKB2
HP:0410241	Abnormal circulating IgE concentration	HP	CD40
HP:0410240	Abnormal circulating IgA concentration	HP	NFKB2
HP:0410240	Abnormal circulating IgA concentration	HP	CD40
HP:0410067	Increased level of L-fucose in urine	HP	IL1B
HP:0040064	Abnormality of limbs	HP	PTPN6
HP:0040064	Abnormality of limbs	HP	IFIH1
HP:0410042	Abnormal liver morphology	HP	IFIH1
HP:0200149	CSF lymphocytic pleiocytosis	HP	IFIH1
HP:0200042	Skin ulcer	HP	PTPN6
HP:0200039	Pustule	HP	PTPN6
HP:0200037	Skin vesicle	HP	PTPN6
HP:0200036	Skin nodule	HP	PTPN6
HP:0200035	Skin plaque	HP	PTPN6
WP:WP2036	TNF related weak inducer of apoptosis TWEAK signaling	WP	NFKB2
WP:WP2037	Prolactin signaling	WP	PTPN6
HP:0200034	Papule	HP	PTPN6
HP:0100851	Abnormal emotional state	HP	IFIH1
WP:WP2059	Alzheimer 39 s disease and miRNA effects	WP	IL1B
HP:0100806	Sepsis	HP	NFKB2
HP:0100803	Abnormal periungual morphology	HP	NFKB2
HP:0410028	Recurrent oral herpes	HP	NFKB2
HP:0034930	Digestive system neoplasm	HP	IL1B
HP:0034930	Digestive system neoplasm	HP	NFKB2
HP:0034915	Abnormal anus morphology	HP	NFKB2
HP:0034784	Vasculitis by anatomical site	HP	PTPN6
WP:WP2849	Hematopoietic stem cell differentiation	WP	IL1B
WP:WP286	IL3 signaling	WP	PTPN6
HP:0032296	Increased circulating IgG subclass	HP	IFIH1
HP:0032263	Increased blood pressure	HP	IFIH1
HP:0032251	Abnormal immune system morphology	HP	PTPN6
HP:0032251	Abnormal immune system morphology	HP	IFIH1
HP:0032251	Abnormal immune system morphology	HP	NFKB2
HP:0032251	Abnormal immune system morphology	HP	CD40
HP:0032243	Abnormal tissue metabolite concentration	HP	IFIH1
HP:0032180	Abnormal circulating metabolite concentration	HP	PTPN6
HP:0032180	Abnormal circulating metabolite concentration	HP	IFIH1
HP:0032180	Abnormal circulating metabolite concentration	HP	NFKB2
HP:0032153	Joint subluxation	HP	IFIH1
HP:0032135	Decreased circulating IgG subclass concentration	HP	IFIH1
HP:0032101	Unusual infection	HP	PTPN6
HP:0032101	Unusual infection	HP	IFIH1
HP:0032101	Unusual infection	HP	NFKB2
HP:0032101	Unusual infection	HP	CD40
HP:0032069	Anti-thyroglobulin antibody positivity	HP	NFKB2
HP:0032039	Abnormality of the ocular adnexa	HP	IFIH1
WP:WP2865	IL1 and megakaryocytes in obesity	WP	IL1B
WP:WP2806	Complement system	WP	CD40
HP:0031983	Abnormal pulmonary thoracic imaging finding	HP	IFIH1
HP:0031816	Abnormal oral morphology	HP	IFIH1
HP:0031797	Clinical course	HP	IFIH1
HP:0031797	Clinical course	HP	NFKB2
WP:WP2877	Vitamin D receptor pathway	WP	CD40
HP:0031703	Abnormal ear morphology	HP	IFIH1
HP:0031703	Abnormal ear morphology	HP	NFKB2
HP:0031653	Abnormal heart valve physiology	HP	IFIH1
WP:WP288	Nod like receptor NLR signaling	WP	CD40
HP:0031652	Abnormal aortic valve physiology	HP	IFIH1
WP:WP2880	Glucocorticoid receptor pathway	WP	NFKB2
HP:0031457	Pulmonary opacity	HP	IFIH1
HP:0031409	Abnormal lymphocyte physiology	HP	IFIH1
HP:0031409	Abnormal lymphocyte physiology	HP	NFKB2
HP:0031409	Abnormal lymphocyte physiology	HP	CD40
HP:0031236	Predominantly dermal neutrophilic infiltrate	HP	PTPN6
HP:0031234	Neutrophilic infiltration of the skin	HP	PTPN6
HP:0031137	Storage in hepatocytes	HP	IFIH1
HP:0031979	Abnormal urine carbohydrate level	HP	IL1B
HP:0031074	Abnormal response to ACTH stimulation test	HP	NFKB2
HP:0032297	Increased circulating IgG3 level	HP	IFIH1
HP:0032309	Abnormal granulocyte count	HP	PTPN6
HP:0032309	Abnormal granulocyte count	HP	CD40
HP:0034684	Abnormal enzyme concentration or activity	HP	IFIH1
HP:0034684	Abnormal enzyme concentration or activity	HP	NFKB2
HP:0034669	Abnormal knee morphology	HP	IFIH1
HP:0034644	Abnormal liver metabolite concentration	HP	IFIH1
HP:0034482	Abnormal spinal cord physiology	HP	IFIH1
HP:0034434	Abnormal communication	HP	IFIH1
HP:0034430	Abnormal joint physiology	HP	IFIH1
HP:0034392	Joint contracture	HP	IFIH1
HP:0034353	Appendicular spasticity	HP	IFIH1
HP:0034345	Mendelian inheritance	HP	IFIH1
HP:0034345	Mendelian inheritance	HP	NFKB2
HP:0034345	Mendelian inheritance	HP	CD40
HP:0034335	Inheritance qualifier	HP	IFIH1
HP:0034335	Inheritance qualifier	HP	IL1B
WP:WP23	B cell receptor signaling	WP	PTPN6
WP:WP231	TNF alpha signaling	WP	NFKB2
HP:0034318	Unusual virus reactivation	HP	NFKB2
WP:WP272	Blood clotting cascade	WP	SERPINB2
WP:WP2583	T cell receptor and co stimulatory signaling	WP	PTPN6
HP:0034033	Peripheral cyanosis	HP	IFIH1
HP:0033799	Abnormal circulating sex hormone concentration	HP	NFKB2
HP:0033796	Abnormal leukocyte physiology	HP	IFIH1
HP:0033796	Abnormal leukocyte physiology	HP	NFKB2
HP:0033796	Abnormal leukocyte physiology	HP	CD40
HP:0033725	Thin corpus callosum	HP	IFIH1
HP:0033354	Abnormal urine metabolite level	HP	IL1B
HP:0033353	Abnormal blood vessel morphology	HP	PTPN6
HP:0033353	Abnormal blood vessel morphology	HP	IFIH1
HP:0033353	Abnormal blood vessel morphology	HP	NFKB2
HP:0033331	Acute phase response	HP	PTPN6
HP:0033331	Acute phase response	HP	IFIH1
HP:0033259	Non-motor seizure	HP	NFKB2
WP:WP262	Ebstein Barr virus LMP1 signaling	WP	NFKB2
HP:0033151	Abnormal pharynx morphology	HP	IFIH1
HP:0033151	Abnormal pharynx morphology	HP	NFKB2
HP:0033127	Abnormality of the musculoskeletal system	HP	PTPN6
HP:0033127	Abnormality of the musculoskeletal system	HP	IFIH1
HP:0033127	Abnormality of the musculoskeletal system	HP	NFKB2
HP:0032436	Abnormal circulating C-reactive protein concentration	HP	PTPN6
HP:0032324	Non-periodic recurrent fever	HP	PTPN6
HP:0034317	Unusual viral infection	HP	NFKB2
HP:0011463	Childhood onset	HP	IFIH1
HP:0011463	Childhood onset	HP	NFKB2
WP:WP4298	Acute viral myocarditis	WP	NFKB2
WP:WP4304	Oligodendrocyte specification and differentiation leading to myelin components for CNS	WP	IL1B
HP:0004325	Decreased body weight	HP	IFIH1
HP:0004325	Decreased body weight	HP	NFKB2
HP:0004323	Abnormality of body weight	HP	IFIH1
HP:0004323	Abnormality of body weight	HP	NFKB2
HP:0004322	Short stature	HP	IFIH1
WP:WP4582	Cancer immunotherapy by CTLA4 blockade	WP	PTPN6
HP:0004305	Involuntary movements	HP	IFIH1
HP:0004303	Abnormal muscle fiber morphology	HP	IFIH1
WP:WP4655	Cytosolic DNA sensing pathway	WP	IL1B
HP:0004297	Abnormality of the biliary system	HP	IFIH1
HP:0004295	Abnormal gastric mucosa morphology	HP	IFIH1
HP:0003999	Abnormality of radial epiphyses	HP	IFIH1
HP:0003839	Abnormal upper limb epiphysis morphology	HP	IFIH1
HP:0003829	Typified by incomplete penetrance	HP	IFIH1
HP:0003808	Abnormal muscle tone	HP	IFIH1
HP:0003765	Psoriasiform dermatitis	HP	NFKB2
HP:0003674	Onset	HP	IFIH1
HP:0003674	Onset	HP	NFKB2
HP:0003623	Neonatal onset	HP	IFIH1
HP:0003621	Juvenile onset	HP	IFIH1
HP:0003593	Infantile onset	HP	IFIH1
HP:0003581	Adult onset	HP	IFIH1
HP:0003577	Congenital onset	HP	IFIH1
WP:WP4659	Gastrin signaling	WP	SERPINB2
HP:0003565	Elevated erythrocyte sedimentation rate	HP	PTPN6
GO:1901699	cellular response to nitrogen compound	GO:BP	IFIH1
GO:1901699	cellular response to nitrogen compound	GO:BP	IL1B
HP:0003549	Abnormality of connective tissue	HP	PTPN6
HP:0003549	Abnormality of connective tissue	HP	IFIH1
HP:0003496	Increased circulating IgM level	HP	CD40
HP:0003367	Abnormal femoral neck morphology	HP	IFIH1
HP:0003366	Abnormal femoral neck/head morphology	HP	IFIH1
HP:0004328	Abnormal anterior eye segment morphology	HP	IFIH1
HP:0004332	Abnormal lymphocyte morphology	HP	IFIH1
HP:0004332	Abnormal lymphocyte morphology	HP	NFKB2
HP:0004348	Abnormality of bone mineral density	HP	IFIH1
HP:0004349	Reduced bone mineral density	HP	IFIH1
WP:WP4559	Interactions between immune cells and microRNAs in tumor microenvironment	WP	NFKB2
HP:0005479	Decreased circulating IgE concentration	HP	CD40
HP:0005387	Combined immunodeficiency	HP	NFKB2
HP:0005372	Abnormality of B cell physiology	HP	IFIH1
HP:0005372	Abnormality of B cell physiology	HP	NFKB2
HP:0005372	Abnormality of B cell physiology	HP	CD40
HP:0005368	Abnormality of humoral immunity	HP	IFIH1
HP:0005368	Abnormality of humoral immunity	HP	NFKB2
HP:0005368	Abnormality of humoral immunity	HP	CD40
HP:0005365	Severe B lymphocytopenia	HP	NFKB2
HP:0005353	Recurrent herpes	HP	NFKB2
HP:0005263	Gastritis	HP	IFIH1
HP:0005215	Frequent Giardia lamblia infestation	HP	NFKB2
HP:0005146	Cardiac valve calcification	HP	IFIH1
HP:0005105	Abnormal nasal morphology	HP	IFIH1
HP:0004963	Calcification of the aorta	HP	IFIH1
HP:0004962	Thoracic aorta calcification	HP	IFIH1
HP:0003330	Abnormal bone structure	HP	IFIH1
HP:0004942	Aortic aneurysm	HP	IFIH1
HP:0004809	Neonatal alloimmune thrombocytopenia	HP	IFIH1
HP:0004808	Acute myeloid leukemia	HP	PTPN6
HP:0004798	Recurrent infection of the gastrointestinal tract	HP	NFKB2
HP:0004429	Recurrent viral infections	HP	IFIH1
HP:0004429	Recurrent viral infections	HP	NFKB2
HP:0004400	Abnormality of the pylorus	HP	NFKB2
HP:0004386	Gastrointestinal inflammation	HP	PTPN6
HP:0004382	Mitral valve calcification	HP	IFIH1
HP:0004380	Aortic valve calcification	HP	IFIH1
HP:0004378	Abnormality of the anus	HP	NFKB2
HP:0004377	Hematological neoplasm	HP	PTPN6
HP:0004377	Hematological neoplasm	HP	IFIH1
HP:0004377	Hematological neoplasm	HP	NFKB2
HP:0004374	Hemiplegia/hemiparesis	HP	IFIH1
HP:0004372	Reduced consciousness	HP	NFKB2
HP:0004370	Abnormality of temperature regulation	HP	PTPN6
HP:0004370	Abnormality of temperature regulation	HP	IFIH1
HP:0004934	Vascular calcification	HP	IFIH1
HP:0003326	Myalgia	HP	PTPN6
HP:0003281	Increased circulating ferritin concentration	HP	IFIH1
HP:0003272	Abnormal hip bone morphology	HP	IFIH1
HP:0002847	Impaired memory B cell generation	HP	CD40
HP:0002846	Abnormal B cell morphology	HP	NFKB2
HP:0002841	Recurrent fungal infections	HP	NFKB2
HP:0002837	Recurrent bronchitis	HP	NFKB2
HP:0002829	Arthralgia	HP	PTPN6
HP:0002829	Arthralgia	HP	NFKB2
WP:WP4876	Activation of NLRP3 inflammasome by SARS CoV 2	WP	IL1B
HP:0002828	Multiple joint contractures	HP	IFIH1
HP:0002827	Hip dislocation	HP	IFIH1
HP:0002823	Abnormal femur morphology	HP	IFIH1
HP:0002818	Abnormal morphology of the radius	HP	IFIH1
HP:0002817	Abnormality of the upper limb	HP	PTPN6
HP:0002817	Abnormality of the upper limb	HP	IFIH1
HP:0002815	Abnormality of the knee	HP	IFIH1
HP:0002814	Abnormality of the lower limb	HP	IFIH1
HP:0002849	Absence of lymph node germinal center	HP	CD40
HP:0002813	Abnormal limb bone morphology	HP	IFIH1
HP:0002795	Abnormal respiratory system physiology	HP	IFIH1
HP:0002795	Abnormal respiratory system physiology	HP	NFKB2
HP:0002793	Abnormal pattern of respiration	HP	IFIH1
HP:0002788	Recurrent upper respiratory tract infections	HP	IFIH1
HP:0002788	Recurrent upper respiratory tract infections	HP	NFKB2
HP:0002783	Recurrent lower respiratory tract infections	HP	IFIH1
HP:0002783	Recurrent lower respiratory tract infections	HP	NFKB2
HP:0002733	Abnormal lymph node morphology	HP	IFIH1
HP:0002733	Abnormal lymph node morphology	HP	NFKB2
HP:0002733	Abnormal lymph node morphology	HP	CD40
WP:WP195	IL1 signaling	WP	IL1B
WP:WP4880	Host pathogen interaction of human coronaviruses interferon induction	WP	IFIH1
WP:WP4891	COVID 19 adverse outcome pathway	WP	IL1B
HP:0002720	Decreased circulating IgA concentration	HP	NFKB2
HP:0002720	Decreased circulating IgA concentration	HP	CD40
HP:0002719	Recurrent infections	HP	PTPN6
HP:0002719	Recurrent infections	HP	IFIH1
HP:0002719	Recurrent infections	HP	NFKB2
HP:0002719	Recurrent infections	HP	CD40
HP:0002718	Recurrent bacterial infections	HP	CD40
HP:0002716	Lymphadenopathy	HP	IFIH1
HP:0002716	Lymphadenopathy	HP	NFKB2
HP:0002715	Abnormality of the immune system	HP	PTPN6
HP:0002715	Abnormality of the immune system	HP	IFIH1
HP:0002715	Abnormality of the immune system	HP	NFKB2
HP:0002715	Abnormality of the immune system	HP	CD40
HP:0002797	Osteolysis	HP	IFIH1
WP:WP453	Inflammatory response pathway	WP	CD40
HP:0002850	Decreased circulating total IgM	HP	NFKB2
HP:0002878	Respiratory failure	HP	IFIH1
HP:0003271	Visceromegaly	HP	IFIH1
HP:0003271	Visceromegaly	HP	NFKB2
HP:0003241	External genital hypoplasia	HP	IFIH1
HP:0003237	Increased circulating IgG concentration	HP	IFIH1
HP:0003207	Arterial calcification	HP	IFIH1
HP:0003182	Shallow acetabular fossae	HP	IFIH1
HP:0003170	Abnormal acetabulum morphology	HP	IFIH1
WP:WP4666	Hepatitis B infection	WP	IFIH1
WP:WP4674	Head and neck squamous cell carcinoma	WP	NFKB2
HP:0003117	Abnormal circulating hormone concentration	HP	NFKB2
HP:0003111	Abnormal blood ion concentration	HP	NFKB2
HP:0003110	Abnormality of urine homeostasis	HP	IL1B
HP:0003011	Abnormality of the musculature	HP	PTPN6
HP:0003011	Abnormality of the musculature	HP	IFIH1
HP:0003002	Breast carcinoma	HP	PTPN6
HP:0002857	Genu valgum	HP	IFIH1
HP:0002981	Abnormality of the calf	HP	IFIH1
WP:WP4705	Pathways of nucleic acid metabolism and innate immune sensing	WP	IFIH1
HP:0002977	Aplasia/Hypoplasia involving the central nervous system	HP	IFIH1
WP:WP4790	FGF23 signaling in hypophosphatemic rickets and related disorders	WP	NFKB2
HP:0002973	Abnormal forearm morphology	HP	IFIH1
HP:0002960	Autoimmunity	HP	IFIH1
HP:0002960	Autoimmunity	HP	NFKB2
HP:0002959	Impaired Ig class switch recombination	HP	CD40
HP:0002926	Abnormality of thyroid physiology	HP	IFIH1
HP:0002921	Abnormal cerebrospinal fluid morphology	HP	IFIH1
HP:0002920	Decreased circulating ACTH concentration	HP	NFKB2
HP:0002910	Elevated circulating hepatic transaminase concentration	HP	IFIH1
HP:0002910	Elevated circulating hepatic transaminase concentration	HP	NFKB2
WP:WP4868	Type I interferon induction and signaling during SARS CoV 2 infection	WP	IFIH1
HP:0002902	Hyponatremia	HP	NFKB2
WP:WP4874	CAMKK2 pathway	WP	IFI44L
HP:0002979	Bowing of the legs	HP	IFIH1
HP:0005561	Abnormal bone marrow cell morphology	HP	IFIH1
HP:0005607	Abnormal tracheobronchial morphology	HP	NFKB2
HP:0005622	Broad long bones	HP	IFIH1
HP:0011117	Abnormal circulating interleukin concentration	HP	PTPN6
HP:0011116	Abnormal circulating interferon concentration	HP	IFIH1
HP:0011113	Abnormality of cytokine secretion	HP	PTPN6
HP:0011108	Recurrent sinusitis	HP	NFKB2
HP:0011103	Abnormal left ventricular outflow tract morphology	HP	IFIH1
HP:0011061	Abnormality of dental structure	HP	IFIH1
HP:0011043	Abnormal circulating adrenocorticotropin concentration	HP	NFKB2
HP:0011042	Abnormal circulating potassium concentration	HP	NFKB2
HP:0011032	Abnormality of fluid regulation	HP	IFIH1
HP:0011029	Internal hemorrhage	HP	IFIH1
HP:0011028	Abnormality of blood circulation	HP	IFIH1
HP:0011025	Abnormal cardiovascular system physiology	HP	IFIH1
HP:0011025	Abnormal cardiovascular system physiology	HP	NFKB2
HP:0011024	Abnormality of the gastrointestinal tract	HP	PTPN6
HP:0011024	Abnormality of the gastrointestinal tract	HP	IFIH1
HP:0011024	Abnormality of the gastrointestinal tract	HP	IL1B
HP:0011024	Abnormality of the gastrointestinal tract	HP	NFKB2
HP:0011118	Abnormality of tumor necrosis factor secretion	HP	PTPN6
HP:0011017	Abnormal cellular physiology	HP	IFIH1
HP:0011017	Abnormal cellular physiology	HP	NFKB2
HP:0011017	Abnormal cellular physiology	HP	CD40
HP:0011014	Abnormal glucose homeostasis	HP	IFIH1
HP:0011014	Abnormal glucose homeostasis	HP	NFKB2
HP:0011004	Abnormal systemic arterial morphology	HP	IFIH1
HP:0010994	Abnormal corpus striatum morphology	HP	IFIH1
HP:0010993	Abnormal cerebral subcortex morphology	HP	IFIH1
HP:0010987	Abnormal cellular immune system morphology	HP	PTPN6
HP:0010987	Abnormal cellular immune system morphology	HP	IFIH1
HP:0010987	Abnormal cellular immune system morphology	HP	NFKB2
HP:0010987	Abnormal cellular immune system morphology	HP	CD40
HP:0010978	Abnormality of immune system physiology	HP	PTPN6
HP:0010978	Abnormality of immune system physiology	HP	IFIH1
HP:0010978	Abnormality of immune system physiology	HP	NFKB2
HP:0010978	Abnormality of immune system physiology	HP	CD40
HP:0010976	Decreased total B cell count	HP	NFKB2
HP:0010975	Abnormal B cell count	HP	NFKB2
HP:0010974	Abnormal myeloid leukocyte morphology	HP	PTPN6
HP:0010974	Abnormal myeloid leukocyte morphology	HP	CD40
HP:0010938	Abnormal external nose morphology	HP	IFIH1
HP:0010935	Abnormality of the upper urinary tract	HP	IFIH1
HP:0010931	Abnormal blood sodium concentration	HP	NFKB2
HP:0010930	Abnormal blood monovalent inorganic cation concentration	HP	NFKB2
HP:0011015	Abnormal blood glucose concentration	HP	NFKB2
HP:0010929	Abnormal blood cation concentration	HP	NFKB2
HP:0011119	Abnormal nasal dorsum morphology	HP	IFIH1
HP:0011122	Abnormality of skin physiology	HP	PTPN6
HP:0011122	Abnormality of skin physiology	HP	IFIH1
HP:0011122	Abnormality of skin physiology	HP	NFKB2
HP:0011462	Young adult onset	HP	IFIH1
HP:0011461	Fetal onset	HP	IFIH1
HP:0011458	Abdominal symptom	HP	IFIH1
WP:WP4329	miRNA role in immune response in sepsis	WP	NFKB2
HP:0011451	Primary microcephaly	HP	IFIH1
